Target_genes	DNMT1|Average	SRX3148637|HBEC3-KT	SRX3148642|HBEC3-KT	SRX3148647|HBEC3-KT	SRX3148652|HBEC3-KT	SRX10478478|Hep_G2	SRX10478479|Hep_G2	SRX2424698|K-562	SRX2424699|K-562	SRX156110|NCCIT	SRX156118|NCCIT	SRX1021632|PC-3	SRX1021633|PC-3	STRING
ABLIM3	7.833333	0	0	0	0	0	94	0	0	0	0	0	0	0
ZFYVE16	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
UXS1	7.750000	0	0	0	0	93	0	0	0	0	0	0	0	0
TPST1	7.750000	0	0	0	0	93	0	0	0	0	0	0	0	0
TOMM5	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
TMEM175	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
TMED7-TICAM2	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
TMED7	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
TIFA	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
TBC1D14	7.750000	0	0	0	0	93	0	0	0	0	0	0	0	0
TARBP2	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
STX17	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
SRP14	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
SPRED2	7.750000	0	0	0	0	0	0	0	0	0	0	93	0	0
SPOPL	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
SMAP2	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
SLC37A3	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
SHLD2	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
SGO1	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
ROR1	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
RNF166	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
RNASEH2A	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
PNMT	7.750000	0	0	0	0	93	0	0	0	0	0	0	0	0
PIK3R1	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
PIK3C2B	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
NEDD1	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
MOGS	7.750000	0	0	0	0	93	0	0	0	0	0	0	0	0
MARCHF3	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
LARP4	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
JAGN1	7.750000	0	0	0	0	93	0	0	0	0	0	0	0	0
IARS2	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
HOXD1	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
HIRIP3	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
GLUD1	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
GAK	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
FLNB	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
FAM104A	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
EIF4H	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
DNAJC15	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
DENND2B	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
CTU2	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
CROT	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
CPXM1	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
CPNE3	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
C17orf80	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
C14orf28	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
ALDH1A2	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
ADGB	7.750000	0	0	0	0	0	93	0	0	0	0	0	0	0
NR4A1	7.666667	0	0	0	0	92	0	0	0	0	0	0	0	401
ZNF571	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
ZNF540	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
ZNF484	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
ZBBX	7.666667	0	0	0	0	92	0	0	0	0	0	0	0	0
YY1AP1	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
XPA	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
WDR26	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
WAC	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
VAMP5	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
TSSC4	7.666667	0	0	0	0	92	0	0	0	0	0	0	0	0
TRIT1	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
TET2	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
SYPL1	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
SRSF3	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
SNX16	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
SMYD5	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
SFT2D2	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
RNF31	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
RBM15B	7.666667	0	0	0	0	92	0	0	0	0	0	0	0	0
RABGAP1L	7.666667	0	0	0	0	92	0	0	0	0	0	0	0	0
PTBP3	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
PSME2	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
PPP3CA	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
PON2	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
PHYHIPL	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
NUTM1	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
NSRP1	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
NOP10	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
NME3	7.666667	0	0	0	0	0	0	0	92	0	0	0	0	0
NDUFS6	7.666667	0	0	0	0	92	0	0	0	0	0	0	0	0
MPI	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
MAVS	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
LOX	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
KIAA1109	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
IPO13	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
HACD3	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
H2BC21	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
H2AC20	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
GPSM3	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
GNG10	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
GLRX2	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
FBXW4	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
EBNA1BP2	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
DERL1	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
DAP3	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
CFAP57	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
CDYL2	7.666667	0	0	0	0	92	0	0	0	0	0	0	0	0
CCSAP	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
AKIRIN2	7.666667	0	0	0	0	0	92	0	0	0	0	0	0	0
ZFP69	7.583333	0	0	0	0	0	91	0	0	0	0	0	0	0
XPR1	7.583333	0	0	0	0	0	91	0	0	0	0	0	0	0
WIPF2	7.583333	0	0	0	0	91	0	0	0	0	0	0	0	0
VWA7	7.583333	0	0	0	0	0	0	91	0	0	0	0	0	0
USP38	7.583333	0	0	0	0	0	91	0	0	0	0	0	0	0
UHMK1	7.583333	0	0	0	0	0	91	0	0	0	0	0	0	0
TMEM184A	7.583333	0	0	0	0	91	0	0	0	0	0	0	0	0
SVBP	7.583333	0	0	0	0	0	91	0	0	0	0	0	0	0
SUGP2	7.583333	0	0	0	0	91	0	0	0	0	0	0	0	0
STRN	7.583333	0	0	0	0	0	91	0	0	0	0	0	0	0
SOAT1	7.583333	0	0	0	0	0	91	0	0	0	0	0	0	0
RPS5	7.583333	0	0	0	0	0	91	0	0	0	0	0	0	0
RIMBP3C	7.583333	0	0	0	0	91	0	0	0	0	0	0	0	0
RIMBP3B	7.583333	0	0	0	0	91	0	0	0	0	0	0	0	0
PTBP2	7.583333	0	0	0	0	0	91	0	0	0	0	0	0	0
PNPLA6	7.583333	0	0	0	0	0	91	0	0	0	0	0	0	0
NR0B2	7.583333	0	0	0	0	91	0	0	0	0	0	0	0	0
LRWD1	7.583333	0	0	0	0	0	91	0	0	0	0	0	0	0
KCNAB2	7.583333	0	0	0	0	0	91	0	0	0	0	0	0	0
HECTD2	7.583333	0	0	0	0	0	91	0	0	0	0	0	0	0
FOXQ1	7.583333	0	0	0	0	0	91	0	0	0	0	0	0	0
ERMAP	7.583333	0	0	0	0	0	91	0	0	0	0	0	0	0
DCAF12	7.583333	0	0	0	0	0	91	0	0	0	0	0	0	0
CYP11A1	7.583333	0	0	0	0	0	91	0	0	0	0	0	0	0
CRYL1	7.583333	0	0	0	0	0	91	0	0	0	0	0	0	0
COPS4	7.583333	0	0	0	0	91	0	0	0	0	0	0	0	0
CLCN7	7.583333	0	0	0	0	91	0	0	0	0	0	0	0	0
CCDC148	7.583333	0	0	0	0	0	91	0	0	0	0	0	0	0
C11orf80	7.583333	0	0	0	0	91	0	0	0	0	0	0	0	0
BLVRA	7.583333	0	0	0	0	91	0	0	0	0	0	0	0	0
ARMC6	7.583333	0	0	0	0	91	0	0	0	0	0	0	0	0
ALKBH4	7.583333	0	0	0	0	0	91	0	0	0	0	0	0	0
AHR	7.583333	0	0	0	0	0	91	0	0	0	0	0	0	0
ADAR	7.583333	0	0	0	0	91	0	0	0	0	0	0	0	0
ZNF48	7.500000	0	0	0	0	0	90	0	0	0	0	0	0	0
ZNF410	7.500000	0	0	0	0	0	90	0	0	0	0	0	0	0
ZC3H10	7.500000	0	0	0	0	0	90	0	0	0	0	0	0	0
USP2	7.500000	0	0	0	0	0	90	0	0	0	0	0	0	0
UBR2	7.500000	0	0	0	0	0	90	0	0	0	0	0	0	0
UBE2E3	7.500000	0	0	0	0	0	90	0	0	0	0	0	0	0
TMED9	7.500000	0	0	0	0	0	90	0	0	0	0	0	0	0
STK40	7.500000	0	0	0	0	0	0	90	0	0	0	0	0	0
STIP1	7.500000	0	0	0	0	0	90	0	0	0	0	0	0	0
SERPINB1	7.500000	0	0	0	0	0	90	0	0	0	0	0	0	0
RPP40	7.500000	0	0	0	0	0	90	0	0	0	0	0	0	0
POLR2J	7.500000	0	0	0	0	0	90	0	0	0	0	0	0	0
POLI	7.500000	0	0	0	0	0	90	0	0	0	0	0	0	0
POLE2	7.500000	0	0	0	0	0	90	0	0	0	0	0	0	0
POLD3	7.500000	0	0	0	0	90	0	0	0	0	0	0	0	0
PNRC2	7.500000	0	0	0	0	0	90	0	0	0	0	0	0	0
PIGO	7.500000	0	0	0	0	0	90	0	0	0	0	0	0	0
PELP1	7.500000	0	0	0	0	90	0	0	0	0	0	0	0	0
P4HB	7.500000	0	0	0	0	90	0	0	0	0	0	0	0	0
NUDT7	7.500000	0	0	0	0	0	90	0	0	0	0	0	0	0
NSMCE1	7.500000	0	0	0	0	0	90	0	0	0	0	0	0	0
MRPS36	7.500000	0	0	0	0	0	90	0	0	0	0	0	0	0
MOCOS	7.500000	0	0	0	0	90	0	0	0	0	0	0	0	0
MED20	7.500000	0	0	0	0	90	0	0	0	0	0	0	0	0
LRATD2	7.500000	0	0	0	0	0	90	0	0	0	0	0	0	0
KCNG1	7.500000	0	0	0	0	0	90	0	0	0	0	0	0	0
H3-3A	7.500000	0	0	0	0	0	90	0	0	0	0	0	0	0
FOXO3B	7.500000	0	0	0	0	0	90	0	0	0	0	0	0	0
F11R	7.500000	0	0	0	0	0	90	0	0	0	0	0	0	0
EEF1A1	7.500000	0	0	0	0	0	90	0	0	0	0	0	0	0
DNPEP	7.500000	0	0	0	0	90	0	0	0	0	0	0	0	0
CABP1	7.500000	0	0	0	0	0	90	0	0	0	0	0	0	0
BYSL	7.500000	0	0	0	0	90	0	0	0	0	0	0	0	0
BARD1	7.500000	0	0	0	0	0	90	0	0	0	0	0	0	0
B4GALT6	7.500000	0	0	0	0	0	90	0	0	0	0	0	0	0
AVPI1	7.500000	0	0	0	0	90	0	0	0	0	0	0	0	0
ATAD2	7.500000	0	0	0	0	0	90	0	0	0	0	0	0	0
AS3MT	7.500000	0	0	0	0	90	0	0	0	0	0	0	0	0
ANLN	7.500000	0	0	0	0	0	90	0	0	0	0	0	0	0
ZSCAN31	7.416667	0	0	0	0	0	89	0	0	0	0	0	0	0
ZMYM1	7.416667	0	0	0	0	0	89	0	0	0	0	0	0	0
TRIP13	7.416667	0	0	0	0	0	89	0	0	0	0	0	0	0
SULT1A1	7.416667	0	0	0	0	0	89	0	0	0	0	0	0	0
STK11IP	7.416667	0	0	0	0	89	0	0	0	0	0	0	0	0
SPATA2	7.416667	0	0	0	0	89	0	0	0	0	0	0	0	0
SMG9	7.416667	0	0	0	0	89	0	0	0	0	0	0	0	0
SMARCE1	7.416667	0	0	0	0	0	89	0	0	0	0	0	0	0
SLC30A7	7.416667	0	0	0	0	89	0	0	0	0	0	0	0	0
PLK2	7.416667	0	0	0	0	0	89	0	0	0	0	0	0	0
PDCD7	7.416667	0	0	0	0	89	0	0	0	0	0	0	0	0
PC	7.416667	0	0	0	0	0	89	0	0	0	0	0	0	0
NEIL3	7.416667	0	0	0	0	0	89	0	0	0	0	0	0	0
MAD2L2	7.416667	0	0	0	0	89	0	0	0	0	0	0	0	0
LPGAT1	7.416667	0	0	0	0	0	89	0	0	0	0	0	0	0
KIFC3	7.416667	0	0	0	0	0	89	0	0	0	0	0	0	0
KAT6A	7.416667	0	0	0	0	0	89	0	0	0	0	0	0	0
H2AC16	7.416667	0	0	0	0	0	89	0	0	0	0	0	0	0
ELK4	7.416667	0	0	0	0	89	0	0	0	0	0	0	0	0
DPH5	7.416667	0	0	0	0	0	89	0	0	0	0	0	0	0
DDHD2	7.416667	0	0	0	0	0	89	0	0	0	0	0	0	0
DDAH1	7.416667	0	0	0	0	0	89	0	0	0	0	0	0	0
DCBLD1	7.416667	0	0	0	0	0	89	0	0	0	0	0	0	0
CWC22	7.416667	0	0	0	0	0	89	0	0	0	0	0	0	0
BRD9	7.416667	0	0	0	0	0	89	0	0	0	0	0	0	0
BECN1	7.416667	0	0	0	0	89	0	0	0	0	0	0	0	0
ANKRD13C	7.416667	0	0	0	0	0	89	0	0	0	0	0	0	0
AKR1A1	7.416667	0	0	0	0	89	0	0	0	0	0	0	0	0
AKAP7	7.416667	0	0	0	0	0	89	0	0	0	0	0	0	0
ZSCAN32	7.333333	0	0	0	0	0	88	0	0	0	0	0	0	0
ZNF174	7.333333	0	0	0	0	0	88	0	0	0	0	0	0	0
ZBTB20	7.333333	0	0	0	0	0	88	0	0	0	0	0	0	0
VIRMA	7.333333	0	0	0	0	0	88	0	0	0	0	0	0	0
TM2D1	7.333333	0	0	0	0	0	88	0	0	0	0	0	0	0
SMIM29	7.333333	0	0	0	0	0	88	0	0	0	0	0	0	0
SDK1	7.333333	0	0	0	0	0	88	0	0	0	0	0	0	0
RNF111	7.333333	0	0	0	0	0	88	0	0	0	0	0	0	0
REEP5	7.333333	0	0	0	0	0	88	0	0	0	0	0	0	0
PRKAA1	7.333333	0	0	0	0	0	88	0	0	0	0	0	0	0
PCMTD1	7.333333	0	0	0	0	0	88	0	0	0	0	0	0	0
NFKBIL1	7.333333	0	0	0	0	0	88	0	0	0	0	0	0	0
MTMR9	7.333333	0	0	0	0	88	0	0	0	0	0	0	0	0
MAP4K3	7.333333	0	0	0	0	0	88	0	0	0	0	0	0	0
MAD2L1	7.333333	0	0	0	0	0	88	0	0	0	0	0	0	0
LGALSL	7.333333	0	0	0	0	0	88	0	0	0	0	0	0	0
KDM4C	7.333333	0	0	0	0	88	0	0	0	0	0	0	0	0
ILVBL	7.333333	0	0	0	0	88	0	0	0	0	0	0	0	0
GNAQ	7.333333	0	0	0	0	0	88	0	0	0	0	0	0	0
GET1	7.333333	0	0	0	0	0	0	88	0	0	0	0	0	0
ESPNL	7.333333	0	0	0	0	0	0	88	0	0	0	0	0	0
DRAM2	7.333333	0	0	0	0	0	88	0	0	0	0	0	0	0
DLGAP4	7.333333	0	0	0	0	0	88	0	0	0	0	0	0	0
CEPT1	7.333333	0	0	0	0	0	88	0	0	0	0	0	0	0
CDCA4	7.333333	0	0	0	0	0	88	0	0	0	0	0	0	0
CD83	7.333333	0	0	0	0	0	88	0	0	0	0	0	0	0
CACUL1	7.333333	0	0	0	0	88	0	0	0	0	0	0	0	0
ASB8	7.333333	0	0	0	0	0	88	0	0	0	0	0	0	0
APOA2	7.333333	0	0	0	0	0	88	0	0	0	0	0	0	0
AASS	7.333333	0	0	0	0	0	88	0	0	0	0	0	0	0
ZSWIM2	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
ZNF253	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
WDR74	7.250000	0	0	0	0	87	0	0	0	0	0	0	0	0
VPS39	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
UMAD1	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
TRUB1	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
TRNT1	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
TRIM15	7.250000	0	0	0	0	87	0	0	0	0	0	0	0	0
TMEM144	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
TMEM127	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
SMARCA4	7.250000	0	0	0	0	87	0	0	0	0	0	0	0	0
SLC41A3	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
SH3BGR	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
RAB35	7.250000	0	0	0	0	87	0	0	0	0	0	0	0	0
PRMT9	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
PPP1R12A	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
PNRC1	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
PISD	7.250000	0	0	0	0	87	0	0	0	0	0	0	0	0
PELO	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
PDGFD	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
PAM	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
NEDD4	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
MTCP1	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
LOC100421372	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
LCA5L	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
ITGA1	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
HSPA14	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
GPR155	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
FKTN	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
FBXW11	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
FAM161A	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
ETFRF1	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
ELOVL1	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
DNTTIP2	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
DHRS12	7.250000	0	0	0	0	87	0	0	0	0	0	0	0	0
COL19A1	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
CMC4	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
CLINT1	7.250000	0	0	0	0	87	0	0	0	0	0	0	0	0
CIAO1	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
CHMP2A	7.250000	0	0	0	0	0	0	87	0	0	0	0	0	0
CFAP94	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
CDNF	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
CCNYL1	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
CBLB	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
CAVIN2	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
C8orf76	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
BRCC3	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
BMP1	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
ARF6	7.250000	0	0	0	0	87	0	0	0	0	0	0	0	0
AFG3L2	7.250000	0	0	0	0	0	87	0	0	0	0	0	0	0
ZNF92	7.166667	0	0	0	0	0	86	0	0	0	0	0	0	0
WDR38	7.166667	0	0	0	0	0	86	0	0	0	0	0	0	0
TMEM117	7.166667	0	0	0	0	86	0	0	0	0	0	0	0	0
THOC5	7.166667	0	0	0	0	86	0	0	0	0	0	0	0	0
SYNJ1	7.166667	0	0	0	0	0	86	0	0	0	0	0	0	0
SLC35E2A	7.166667	0	0	0	0	0	86	0	0	0	0	0	0	0
SLC17A9	7.166667	0	0	0	0	86	0	0	0	0	0	0	0	0
SH3BP5	7.166667	0	0	0	0	0	86	0	0	0	0	0	0	0
SCYL3	7.166667	0	0	0	0	0	86	0	0	0	0	0	0	0
SAP130	7.166667	0	0	0	0	0	86	0	0	0	0	0	0	0
RBMXL1	7.166667	0	0	0	0	0	86	0	0	0	0	0	0	0
PSAT1	7.166667	0	0	0	0	0	86	0	0	0	0	0	0	0
NUP188	7.166667	0	0	0	0	86	0	0	0	0	0	0	0	0
NUB1	7.166667	0	0	0	0	0	86	0	0	0	0	0	0	0
NIPA2	7.166667	0	0	0	0	0	86	0	0	0	0	0	0	0
NDUFB3	7.166667	0	0	0	0	0	86	0	0	0	0	0	0	0
MTMR3	7.166667	0	0	0	0	0	86	0	0	0	0	0	0	0
MTIF3	7.166667	0	0	0	0	0	86	0	0	0	0	0	0	0
MBTPS1	7.166667	0	0	0	0	0	86	0	0	0	0	0	0	0
KYAT3	7.166667	0	0	0	0	0	86	0	0	0	0	0	0	0
KHDRBS1	7.166667	0	0	0	0	0	86	0	0	0	0	0	0	0
IAH1	7.166667	0	0	0	0	0	86	0	0	0	0	0	0	0
GFER	7.166667	0	0	0	0	86	0	0	0	0	0	0	0	0
FUBP1	7.166667	0	0	0	0	0	86	0	0	0	0	0	0	0
FAM53A	7.166667	0	0	0	0	0	86	0	0	0	0	0	0	0
FAM126B	7.166667	0	0	0	0	0	86	0	0	0	0	0	0	0
ERICH2	7.166667	0	0	0	0	0	86	0	0	0	0	0	0	0
DOLK	7.166667	0	0	0	0	86	0	0	0	0	0	0	0	0
DNAJB4	7.166667	0	0	0	0	0	86	0	0	0	0	0	0	0
C2CD2	7.166667	0	0	0	0	0	86	0	0	0	0	0	0	0
B9D1	7.166667	0	0	0	0	0	86	0	0	0	0	0	0	0
B3GAT3	7.166667	0	0	0	0	0	86	0	0	0	0	0	0	0
AK7	7.166667	0	0	0	0	86	0	0	0	0	0	0	0	0
ZNF530	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
ZNF507	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
ZNF200	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
VPS4B	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
UROS	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
TTC6	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
TMEM216	7.083333	0	0	0	0	85	0	0	0	0	0	0	0	0
TMEM109	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
TGDS	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
TBC1D15	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
TALDO1	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
SLC38A1	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
SLC26A4	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
RPUSD3	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
RPS16	7.083333	0	0	0	0	85	0	0	0	0	0	0	0	0
RGL1	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
RBM6	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
PTPN23	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
PRDX2	7.083333	0	0	0	0	85	0	0	0	0	0	0	0	0
PPP3R1	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
PKD1	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
PDE6D	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
OTUD3	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
NPC2	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
MRPS17	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
MRPL42	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
MRPL10	7.083333	0	0	0	0	85	0	0	0	0	0	0	0	0
MFAP1	7.083333	0	0	0	0	85	0	0	0	0	0	0	0	0
MEST	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
MAGOH	7.083333	0	0	0	0	85	0	0	0	0	0	0	0	0
LRRC46	7.083333	0	0	0	0	85	0	0	0	0	0	0	0	0
LOC107984974	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
ITGA4	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
ISCA2	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
HOOK1	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
FBXO46	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
FBXL18	7.083333	0	0	0	0	85	0	0	0	0	0	0	0	0
FAM13B	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
DIAPH3	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
CRKL	7.083333	0	0	0	0	0	0	0	85	0	0	0	0	0
CREBZF	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
CCNB2	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
CCDC85A	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
C11orf65	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
BCCIP	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
ARPC5	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
ARL13B	7.083333	0	0	0	0	0	85	0	0	0	0	0	0	0
ANKS1A	7.083333	0	0	0	0	85	0	0	0	0	0	0	0	0
AK3	7.083333	0	0	0	0	85	0	0	0	0	0	0	0	0
AHCYL2	7.083333	0	0	0	0	0	0	85	0	0	0	0	0	0
ZW10	7.000000	0	0	0	0	84	0	0	0	0	0	0	0	0
ZNF202	7.000000	0	0	0	0	0	84	0	0	0	0	0	0	0
VSIR	7.000000	0	0	0	0	0	84	0	0	0	0	0	0	0
VAT1	7.000000	0	0	0	0	0	84	0	0	0	0	0	0	0
TMEM177	7.000000	0	0	0	0	0	84	0	0	0	0	0	0	0
TDRD3	7.000000	0	0	0	0	84	0	0	0	0	0	0	0	0
TBP	7.000000	0	0	0	0	0	84	0	0	0	0	0	0	0
SRRM1	7.000000	0	0	0	0	0	84	0	0	0	0	0	0	0
SOX9	7.000000	0	0	0	0	0	84	0	0	0	0	0	0	0
SLC5A3	7.000000	0	0	0	0	0	84	0	0	0	0	0	0	0
SLC39A9	7.000000	0	0	0	0	0	84	0	0	0	0	0	0	0
